,ID,Age,Gender,Stimulus,Cogs,Response,Correct,Reaction_Time,Reaction_time
0,3,20,male,"['6', '1', '8', '7', '5', '4', '3', '2']","['8', '5', '7', '8', '6', '7', '5', '6']","['right', 'left', 'left', 'right', 'right', 'left', 'left', 'left']","[1, 1, 1, 1, 1, 1, 1, 0]",,"['3.73197860000073', 3.7319925999909174, '2.2128803999949014', 2.2128903999982867, '2.785821199999191', 2.7858388000022387, '4.319432499993127', 4.319443000000319, '2.5139601999981096', 2.5139709999930346, '2.657763299997896', 2.6577736000035657, '2.3827015999995638', 2.3827128000120865, '2.8679112999961944', 2.8679211999988183]"
