#timestamp, amount of minutes the scores were hidden, 0:15 score, 0:30 score, 0:45 score, 1:00 score, 1:15 score, 1:30 score, 1:45 score, 2:00 score
1530449165.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449156.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449154.0, 60, 2, 2, 3, 5, 6, 7, 6, 7
1530449153.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449145.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449191.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449189.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449187.0, 60, 6, 6, 6, 6, 6, 6, 6, 7
1530449209.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449202.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449246.0, 60, 1, 2, 2, 2, 2, 2, 2, 2
1530449245.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449244.0, 60, 2, 3, 3, 3, 3, 3, 3, 3
1530449244.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449242.0, 60, 4, 4, 4, 4, 4, 3, 5, 4
1530449299.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449297.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449297.0, 60, 4, 4, 4, 6, 6, 6, 7, 7
1530449291.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449286.0, 60, 5, 5, 5, 5, 5, 4, 5, 4
1530449328.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449324.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449339.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449339.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449331.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449380.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449379.0, 60, 9, 9, 9, 9, 9, 9, 8, 9
1530449379.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449378.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449371.0, 60, -1, -1, -1, -1, -1, -1, -1, -1
1530449425.0, 60, 1, 0, 0, 0, 0, 1, 1, 1
1530449423.0, 60, 3, 8, 11, 14, 16, 16, 19, 26
1530449417.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449415.0, 60, 7, 7, 7, 7, 7, 7, 8, 6
1530449415.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449479.0, 60, 3, 3, 3, 3, 3, 2, 3, 3
1530449476.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449476.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449474.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449465.0, 60, 4, 6, 8, 11, 12, 11, 14, 16
1530449533.0, 60, 7, 7, 7, 7, 7, 8, 8, 8
1530449533.0, 60, 0, 0, 0, 0, 0, -1, -1, 0
1530449533.0, 60, 4, 4, 4, 4, 4, 3, 3, 3
1530449533.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449532.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449574.0, 60, -1, -1, -1, -1, -1, -1, -1, -1
1530449574.0, 60, 10, 11, 11, 11, 11, 11, 10, 11
1530449594.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449582.0, 60, 4, 4, 4, 4, 4, 4, 4, 4
1530449578.0, 60, 6, 6, 6, 6, 6, 6, 6, 6
1530449646.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449643.0, 60, 6, 6, 6, 6, 6, 5, 6, 6
1530449642.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449641.0, 60, 6, 6, 6, 6, 6, 5, 5, 5
1530449640.0, 60, 0, 0, 0, 0, 0, 1, 1, 1
1530449696.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449690.0, 60, 7, 7, 7, 7, 7, 6, 7, 7
1530449689.0, 60, 5, 5, 5, 5, 5, 6, 6, 5
1530449675.0, 60, 1, 0, 0, 0, 0, 0, 0, 0
1530449673.0, 60, 7, 7, 7, 7, 7, 8, 8, 8
1530449757.0, 60, 2, 2, 2, 1, 0, 0, 0, 1
1530449755.0, 60, 1, 2, 2, 2, 2, 2, 2, 2
1530449754.0, 60, 6, 8, 9, 11, 12, 13, 14, 16
1530449752.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449751.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449803.0, 60, 8, 8, 8, 9, 9, 8, 9, 9
1530449797.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449795.0, 60, 6, 6, 6, 6, 6, 7, 6, 6
1530449789.0, 60, 6, 6, 6, 6, 6, 5, 6, 6
1530449787.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449851.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449848.0, 60, 1, 2, 2, 2, 2, 2, 2, 1
1530449848.0, 60, -2, -3, 0, 0, 1, 3, 1, -3
1530449858.0, 60, 5, 5, 5, 5, 5, 5, 4, 6
1530449852.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530449896.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449890.0, 60, 26, 38, 43, 44, 46, 48, 49, 52
1530449889.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449889.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449887.0, 60, 4, 4, 4, 4, 4, 5, 3, 5
1530449934.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449934.0, 60, 4, 4, 4, 4, 4, 4, 4, 3
1530449933.0, 60, 3, 4, 3, 3, 3, 3, 2, 3
1530449933.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449927.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449981.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449978.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530449974.0, 60, 2, 2, 3, 4, 4, 7, 8, 11
1530449974.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530449972.0, 60, -2, -2, -1, -1, -1, -1, -1, -1
1530450020.0, 60, 2, 2, 3, 3, 3, 4, 6, 7
1530450020.0, 60, 3, 3, 3, 3, 3, 3, 3, 4
1530450020.0, 60, 2, 2, 2, 2, 4, 5, 5, 7
1530450019.0, 60, 1, 1, 1, 1, 2, 2, 3, 4
1530450018.0, 60, 1, 2, 3, 3, 3, 4, 4, 5
1530450079.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450078.0, 60, 4, 4, 4, 4, 4, 5, 5, 4
1530450077.0, 60, 5, 5, 5, 5, 5, 5, 6, 5
1530450076.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450075.0, 60, 2, 2, 2, 2, 2, 3, 4, 4
1530450141.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450139.0, 60, 14, 22, 27, 28, 45, 61, 74, 83
1530450136.0, 60, 5, 8, 8, 9, 12, 12, 14, 14
1530450135.0, 60, 4, 8, 12, 15, 20, 21, 32, 63
1530450133.0, 60, 2, 3, 5, 5, 5, 5, 6, 5
1530450198.0, 60, 4, 4, 4, 4, 4, 4, 4, 4
1530450197.0, 60, 8, 12, 12, 11, 12, 12, 12, 13
1530450189.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450183.0, 60, 8, 8, 8, 8, 8, 8, 8, 7
1530450183.0, 60, 5, 8, 7, 9, 10, 8, 11, 8
1530450258.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450258.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530450257.0, 60, 7, 7, 7, 7, 7, 7, 7, 7
1530450256.0, 60, 5, 5, 8, 10, 11, 11, 15, 26
1530450261.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530450318.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450316.0, 60, 2, 3, 6, 7, 8, 8, 7, 7
1530450315.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450314.0, 60, 4, 4, 4, 4, 4, 4, 5, 3
1530450311.0, 60, 1, 1, 1, 1, 1, 1, 1, 2
1530450372.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450372.0, 60, 1, 1, 2, 2, 2, 2, 2, 2
1530450370.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450368.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450367.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450420.0, 60, 3, 3, 4, 4, 4, 3, 4, 4
1530450419.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450416.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450415.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450415.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450468.0, 60, 4, 4, 4, 4, 4, 4, 3, 4
1530450467.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450465.0, 60, 6, 6, 6, 5, 6, 6, 4, 7
1530450464.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450463.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450504.0, 60, 5, 5, 5, 5, 5, 5, 5, 5
1530450503.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450502.0, 60, 2, 4, 11, 21, 29, 39, 47, 50
1530450499.0, 60, 28, 50, 72, 79, 89, 91, 96, 99
1530450498.0, 60, 4, 4, 4, 4, 4, 5, 4, 4
1530450553.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530450552.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450547.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450546.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450540.0, 60, 5, 5, 5, 5, 5, 5, 4, 6
1530450595.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450592.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450590.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450590.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450589.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450647.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450658.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450652.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450651.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450650.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450725.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530450723.0, 60, 4, 4, 4, 4, 4, 3, 5, 3
1530450721.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450719.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450719.0, 60, 1, 1, 1, 1, 1, 2, 2, 2
1530450830.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530450828.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530450826.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450826.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530450826.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450921.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530450919.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450918.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450917.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530450916.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451007.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451005.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451005.0, 60, 6, 6, 6, 6, 6, 7, 5, 5
1530451003.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451003.0, 60, 6, 6, 6, 6, 6, 5, 6, 6
1530451101.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451101.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451099.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451099.0, 60, 5, 5, 5, 5, 6, 5, 5, 6
1530451097.0, 60, 9, 9, 9, 9, 9, 10, 9, 9
1530451183.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451182.0, 60, 2, 2, 1, 1, 1, 2, 3, 3
1530451182.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451181.0, 60, 6, 6, 6, 5, 6, 5, 6, 5
1530451180.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451253.0, 60, 4, 4, 4, 4, 4, 4, 4, 3
1530451251.0, 60, 1, 0, 0, 0, -1, -2, -2, -3
1530451251.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530451249.0, 60, 14, 13, 14, 13, 13, 13, 13, 13
1530451248.0, 60, 6, 6, 6, 5, 5, 6, 4, 5
1530451356.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451356.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451354.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530451354.0, 60, 4, 4, 4, 4, 4, 5, 4, 5
1530451354.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451462.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451461.0, 60, -5, -5, -5, -5, -5, -5, -5, -4
1530451461.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451459.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451457.0, 60, 1, 2, 2, 2, 2, 2, 2, 2
1530451563.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451563.0, 60, 4, 4, 4, 4, 4, 3, 3, 5
1530451563.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530451562.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451562.0, 60, -3, -3, -3, -3, -3, -2, -2, -2
1530451654.0, 60, 5, 5, 5, 5, 5, 5, 4, 5
1530451654.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451653.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451652.0, 60, 9, 9, 9, 9, 9, 9, 9, 9
1530451652.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451742.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451741.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451741.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451740.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530451740.0, 60, 4, 4, 4, 4, 4, 5, 3, 3
1530451816.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530451815.0, 60, -24, -24, -24, -23, -24, -24, -25, -23
1530451815.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451814.0, 60, 4, 4, 4, 4, 4, 4, 3, 4
1530451814.0, 60, 2, 2, 2, 2, 3, 3, 3, 3
1530451913.0, 60, 4, 4, 4, 4, 4, 4, 4, 4
1530451911.0, 60, 4, 4, 4, 4, 4, 4, 5, 4
1530451909.0, 60, 3, 3, 3, 3, 4, 4, 4, 4
1530451908.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530451908.0, 60, 6, 6, 8, 8, 8, 7, 10, 10
1530452032.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452031.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530452030.0, 60, 1, 1, 1, 1, 1, 2, 2, 2
1530452030.0, 60, 6, 6, 6, 6, 6, 7, 7, 6
1530452028.0, 60, 10, 10, 10, 10, 10, 10, 11, 9
1530452148.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452144.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452143.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452143.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452142.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530452260.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452259.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530452259.0, 60, -1, -1, -1, -1, -1, -1, -1, -1
1530452258.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530452257.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530452355.0, 60, 1, 0, 0, 0, 0, 0, 0, 0
1530452354.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530452354.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452354.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452353.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452429.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452428.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530452427.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530452426.0, 60, 4, 4, 4, 3, 3, 3, 3, 4
1530452425.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452551.0, 60, -1, -1, -1, -1, -1, -1, -1, -1
1530452549.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530452548.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452547.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530452547.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530452671.0, 60, 3, 3, 2, 2, 2, 2, 2, 2
1530452670.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530452667.0, 60, 1, 1, 1, 1, 0, 0, 0, -1
1530452667.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452666.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452787.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452783.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530452780.0, 60, 1, 1, 1, 1, 1, 2, 2, 2
1530452780.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530452780.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530453009.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453009.0, 60, 6, 6, 6, 6, 6, 6, 7, 7
1530453007.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453006.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453005.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453216.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453213.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453212.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530453211.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530453208.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530453399.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453398.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530453397.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453397.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453396.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453538.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453537.0, 60, 6, 6, 6, 5, 5, 4, 5, 6
1530453535.0, 60, 9, 9, 8, 9, 9, 9, 10, 10
1530453534.0, 60, 4, 4, 3, 3, 3, 3, 3, 3
1530453534.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453643.0, 60, 6, 6, 6, 6, 6, 6, 6, 5
1530453642.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453641.0, 60, 4, 4, 4, 4, 4, 4, 4, 4
1530453641.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453641.0, 60, -1, -1, -1, -1, -1, -1, -1, -1
1530453783.0, 60, 4, 4, 4, 4, 4, 5, 3, 5
1530453782.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453781.0, 60, 5, 5, 5, 5, 5, 5, 5, 5
1530453781.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453781.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453920.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453919.0, 60, 2, 2, 2, 1, 2, 1, 2, 2
1530453917.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530453914.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530453914.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454056.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454054.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530454054.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454052.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530454052.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530454157.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454157.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454155.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530454155.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454154.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530454242.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454240.0, 60, 4, 4, 4, 4, 4, 4, 4, 3
1530454240.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530454240.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454240.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454366.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530454365.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454364.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454363.0, 60, 4, 4, 4, 4, 4, 4, 4, 4
1530454362.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454499.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530454498.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530454497.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530454495.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454495.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454627.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530454625.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530454625.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530454625.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530454623.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454736.0, 60, 5, 5, 5, 5, 4, 4, 5, 4
1530454734.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530454733.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530454733.0, 60, 8, 14, 16, 18, 18, 18, 19, 21
1530454731.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454819.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530454817.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454816.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530454816.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454815.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530454944.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530454943.0, 60, 2, 2, 2, 2, 2, 2, 2, 3
1530454941.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530454940.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530454939.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455078.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530455078.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455076.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530455073.0, 60, 3, 3, 3, 3, 3, 2, 2, 2
1530455073.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455217.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455216.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455216.0, 60, 0, 0, 0, 0, 0, 0, 0, 0
1530455215.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455213.0, 60, 4, 4, 4, 4, 4, 3, 3, 3
1530455326.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455326.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455324.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455323.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455322.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455407.0, 60, 2, 2, 3, 2, 3, 2, 2, 2
1530455406.0, 60, 0, 0, 0, 0, 0, 1, 1, 1
1530455405.0, 60, 2, 2, 2, 2, 2, 1, 1, 1
1530455405.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455405.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455524.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530455523.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455522.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455521.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455521.0, 60, 7, 7, 7, 7, 7, 7, 7, 6
1530455656.0, 60, 1, 2, 2, 2, 2, 2, 2, 2
1530455655.0, 60, 1, 1, 1, 1, 1, 2, 2, 2
1530455652.0, 60, 6, 6, 6, 6, 6, 6, 5, 7
1530455650.0, 60, 4, 4, 4, 4, 4, 5, 4, 5
1530455649.0, 60, 5, 5, 5, 5, 5, 5, 5, 5
1530455735.0, 60, 20, 29, 33, 35, 38, 42, 41, 41
1530455735.0, 60, 6, 6, 6, 5, 6, 5, 6, 4
1530455735.0, 60, 7, 7, 6, 6, 7, 8, 8, 6
1530455734.0, 60, 3, 3, 3, 3, 3, 3, 3, 3
1530455734.0, 60, 8, 8, 8, 8, 8, 9, 8, 9
1530455824.0, 60, 11, 18, 20, 22, 24, 23, 28, 26
1530455822.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455822.0, 60, 12, 17, 18, 19, 19, 20, 18, 18
1530455821.0, 60, 9, 9, 9, 9, 9, 9, 8, 10
1530455821.0, 60, 12, 12, 12, 12, 12, 12, 11, 12
1530455884.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455883.0, 60, 6, 6, 7, 7, 7, 5, 7, 8
1530455883.0, 60, 26, 46, 53, 56, 66, 66, 73, 74
1530455883.0, 60, 6, 15, 15, 23, 24, 26, 27, 28
1530455883.0, 60, 132, 173, 192, 199, 214, 222, 231, 240
1530455942.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455941.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455940.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455940.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455939.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455983.0, 60, 13, 14, 14, 14, 14, 15, 14, 16
1530455983.0, 60, 2, 3, 3, 3, 3, 3, 3, 3
1530455983.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530455981.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530455981.0, 60, 5, 5, 5, 5, 5, 6, 4, 5
1530456031.0, 60, 2, 3, 4, 4, 4, 3, 3, 3
1530456030.0, 60, -1, -1, -1, -1, -1, 0, 0, 0
1530456030.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530456029.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530456028.0, 60, 1, 1, 1, 1, 1, 1, 1, 1
1530456085.0, 60, 2, 2, 2, 2, 2, 2, 2, 2
1530456084.0, 60, 8, 8, 8, 8, 9, 7, 9, 9
1530456084.0, 60, 5, 6, 6, 6, 6, 4, 7, 7
1530456084.0, 60, 1, 1, 0, 0, 0, 0, 0, 0
